artikelnr;karpi_code;omschrijving
430190204;BERM19SF200000;BERMUDA KLEUR 19 CA: 200 cm ROND Band: SF16
430190205;BERM19SF200240;BERMUDA KLEUR 19 CA:200x240 cm Band: SF16
430190206;BERM19SF200290;BERMUDA KLEUR 19 CA:200x290 cm Band: SF16
430190207;BERM19SF240000;BERMUDA KLEUR 19 CA: 240 cm ROND Band: SF16
430190208;BERM19SF250350;BERMUDA KLEUR 19 CA:250x350 cm Band: SF16
430190209;BERM19SF300400;BERMUDA KLEUR 19 CA:300x400 cm Band: SF16
430199963;BERM19SFMAATWK;
430190210;BERM19SG060133;BERMUDA KLEUR 19 CA:060x133 cm Band: SG17
430190211;BERM19SG090160;BERMUDA KLEUR 19 CA:090x160 cm Band: SG17
430190212;BERM19SG130190;BERMUDA KLEUR 19 CA:130x190 cm Band: SG17
430190213;BERM19SG160240;BERMUDA KLEUR 19 CA:160x240 cm Band: SG17
430190214;BERM19SG200000;BERMUDA KLEUR 19 CA: 200 cm ROND Band: SG17
430190215;BERM19SG200240;BERMUDA KLEUR 19 CA:200x240 cm Band: SG17
430190216;BERM19SG200290;BERMUDA KLEUR 19 CA:200x290 cm Band: SG17
430190217;BERM19SG240000;BERMUDA KLEUR 19 CA: 240 cm ROND Band: SG17
430190218;BERM19SG250350;BERMUDA KLEUR 19 CA:250x350 cm Band: SG17
430190219;BERM19SG300400;BERMUDA KLEUR 19 CA:300x400 cm Band: SG17
430199962;BERM19SGMAATWK;
430190220;BERM19SH060133;BERMUDA KLEUR 19 CA:060x133 cm Band: SH18
430190221;BERM19SH090160;BERMUDA KLEUR 19 CA:090x160 cm Band: SH18
430190222;BERM19SH130190;BERMUDA KLEUR 19 CA:130x190 cm Band: SH18
430190223;BERM19SH160240;BERMUDA KLEUR 19 CA:160x240 cm Band: SH18
430190224;BERM19SH200000;BERMUDA KLEUR 19 CA: 200 cm ROND Band: SH18
430190225;BERM19SH200240;BERMUDA KLEUR 19 CA:200x240 cm Band: SH18
430190226;BERM19SH200290;BERMUDA KLEUR 19 CA:200x290 cm Band: SH18
430190227;BERM19SH240000;BERMUDA KLEUR 19 CA: 240 cm ROND Band: SH18
430190228;BERM19SH250350;BERMUDA KLEUR 19 CA:250x350 cm Band: SH18
430190229;BERM19SH300400;BERMUDA KLEUR 19 CA:300x400 cm Band: SH18
430199961;BERM19SHMAATWK;
430190230;BERM19SI060133;BERMUDA KLEUR 19 CA:060x133 cm Band: SI19
430190231;BERM19SI090160;BERMUDA KLEUR 19 CA:090x160 cm Band: SI19
430190232;BERM19SI130190;BERMUDA KLEUR 19 CA:130x190 cm Band: SI19
430190233;BERM19SI160240;BERMUDA KLEUR 19 CA:160x240 cm Band: SI19
430190234;BERM19SI200000;BERMUDA KLEUR 19 CA: 200 cm ROND Band: SI19
430190235;BERM19SI200240;BERMUDA KLEUR 19 CA:200x240 cm Band: SI19
430190236;BERM19SI200290;BERMUDA KLEUR 19 CA:200x290 cm Band: SI19
430190237;BERM19SI240000;BERMUDA KLEUR 19 CA: 240 cm ROND Band: SI19
430190238;BERM19SI250350;BERMUDA KLEUR 19 CA:250x350 cm Band: SI19
430190239;BERM19SI300400;BERMUDA KLEUR 19 CA:300x400 cm Band: SI19
430199960;BERM19SIMAATWK;
430190240;BERM19SJ060133;BERMUDA KLEUR 19 CA:060x133 cm Band: SJ20
430190241;BERM19SJ090160;BERMUDA KLEUR 19 CA:090x160 cm Band: SJ20
430190242;BERM19SJ130190;BERMUDA KLEUR 19 CA:130x190 cm Band: SJ20
430190243;BERM19SJ160240;BERMUDA KLEUR 19 CA:160x240 cm Band: SJ20
430190244;BERM19SJ200000;BERMUDA KLEUR 19 CA: 200 cm ROND Band: SJ20
430190245;BERM19SJ200240;BERMUDA KLEUR 19 CA:200x240 cm Band: SJ20
430190246;BERM19SJ200290;BERMUDA KLEUR 19 CA:200x290 cm Band: SJ20
430190247;BERM19SJ240000;BERMUDA KLEUR 19 CA: 240 cm ROND Band: SJ20
430190248;BERM19SJ250350;BERMUDA KLEUR 19 CA:250x350 cm Band: SJ20
430190249;BERM19SJ300400;BERMUDA KLEUR 19 CA:300x400 cm Band: SJ20
430199959;BERM19SJMAATWK;
430190250;BERM19SK060133;BERMUDA KLEUR 19 CA:060x133 cm Band: SK21
430190251;BERM19SK090160;BERMUDA KLEUR 19 CA:090x160 cm Band: SK21
430190252;BERM19SK130190;BERMUDA KLEUR 19 CA:130x190 cm Band: SK21
430190253;BERM19SK160240;BERMUDA KLEUR 19 CA:160x240 cm Band: SK21
430190254;BERM19SK200000;BERMUDA KLEUR 19 CA: 200 cm ROND Band: SK21
430190255;BERM19SK200240;BERMUDA KLEUR 19 CA:200x240 cm Band: SK21
430190256;BERM19SK200290;BERMUDA KLEUR 19 CA:200x290 cm Band: SK21
430190257;BERM19SK240000;BERMUDA KLEUR 19 CA: 240 cm ROND Band: SK21
430190258;BERM19SK250350;BERMUDA KLEUR 19 CA:250x350 cm Band: SK21
430190259;BERM19SK300400;BERMUDA KLEUR 19 CA:300x400 cm Band: SK21
430199958;BERM19SKMAATWK;
430190260;BERM19SL060133;BERMUDA KLEUR 19 CA:060x133 cm Band: SL22
430190261;BERM19SL090160;BERMUDA KLEUR 19 CA:090x160 cm Band: SL22
430190262;BERM19SL130190;BERMUDA KLEUR 19 CA:130x190 cm Band: SL22
430190263;BERM19SL160240;BERMUDA KLEUR 19 CA:160x240 cm Band: SL22
430190264;BERM19SL200000;BERMUDA KLEUR 19 CA: 200 cm ROND Band: SL22
430190265;BERM19SL200240;BERMUDA KLEUR 19 CA:200x240 cm Band: SL22
430190266;BERM19SL200290;BERMUDA KLEUR 19 CA:200x290 cm Band: SL22
430190267;BERM19SL240000;BERMUDA KLEUR 19 CA: 240 cm ROND Band: SL22
430190268;BERM19SL250350;BERMUDA KLEUR 19 CA:250x350 cm Band: SL22
430190269;BERM19SL300400;BERMUDA KLEUR 19 CA:300x400 cm Band: SL22
430199957;BERM19SLMAATWK;
430190270;BERM19SM060133;BERMUDA KLEUR 19 CA:060x133 cm Band: SM23
430190271;BERM19SM090160;BERMUDA KLEUR 19 CA:090x160 cm Band: SM23
430190272;BERM19SM130190;BERMUDA KLEUR 19 CA:130x190 cm Band: SM23
430190273;BERM19SM160240;BERMUDA KLEUR 19 CA:160x240 cm Band: SM23
430190274;BERM19SM200000;BERMUDA KLEUR 19 CA: 200 cm ROND Band: SM23
430190275;BERM19SM200240;BERMUDA KLEUR 19 CA:200x240 cm Band: SM23
430190276;BERM19SM200290;BERMUDA KLEUR 19 CA:200x290 cm Band: SM23
430190277;BERM19SM240000;BERMUDA KLEUR 19 CA: 240 cm ROND Band: SM23
430190278;BERM19SM250350;BERMUDA KLEUR 19 CA:250x350 cm Band: SM23
430190279;BERM19SM300400;BERMUDA KLEUR 19 CA:300x400 cm Band: SM23
430199956;BERM19SMMAATWK;
430190280;BERM19SP060133;BERMUDA KLEUR 19 CA:060x133 cm Band: SP38
430190281;BERM19SP090160;BERMUDA KLEUR 19 CA:090x160 cm Band: SP38
430190282;BERM19SP130190;BERMUDA KLEUR 19 CA:130x190 cm Band: SP38
430190283;BERM19SP160240;BERMUDA KLEUR 19 CA:160x240 cm Band: SP38
430190284;BERM19SP200000;BERMUDA KLEUR 19 CA: 200 cm ROND Band: SP38
430190285;BERM19SP200240;BERMUDA KLEUR 19 CA:200x240 cm Band: SP38
430190286;BERM19SP200290;BERMUDA KLEUR 19 CA:200x290 cm Band: SP38
430190287;BERM19SP240000;BERMUDA KLEUR 19 CA: 240 cm ROND Band: SP38
430190288;BERM19SP250350;BERMUDA KLEUR 19 CA:250x350 cm Band: SP38
430190289;BERM19SP300400;BERMUDA KLEUR 19 CA:300x400 cm Band: SP38
430199955;BERM19SPMAATWK;
430190290;BERM19XX020020;BERMUDA Kleur 19 CA: 020x020 cm
430190291;BERM19XX030030;BERMUDA Kleur 19 CA: 030x030 cm
001738000;BLAN11400KAT;BLANCHE KLEUR 11 KATOEN 400 BREED
738119999;BLAN11MAATWERK;
738110000;BLAN11XX080160;BLANCHE KLEUR 11 CA:080x160 cm
738110001;BLAN11XX130190;BLANCHE KLEUR 11 CA:130x190 cm
738110002;BLAN11XX160230;BLANCHE KLEUR 11 CA:160x230 cm
738110004;BLAN11XX160240;BLANCHE KLEUR 11 CA:160x240 cm
738110003;BLAN11XX200290;BLANCHE KLEUR 11 CA:200x290 cm
001738001;BLAN13400KAT;BLANCHE KLEUR 13 KATOEN 400 BREED
738139999;BLAN13MAATWERK;
738130007;BLAN13XX020020;BLANCHE KLEUR 13 CA:020x020 cm
738130008;BLAN13XX030030;BLANCHE KLEUR 13 CA:030x030 cm
738130000;BLAN13XX080160;BLANCHE KLEUR 13 CA:080x160 cm
738130005;BLAN13XX080310;BLANCHE KLEUR 13 CA:080x310 cm
738130001;BLAN13XX130190;BLANCHE KLEUR 13 CA:130x190 cm
738130002;BLAN13XX160230;BLANCHE KLEUR 13 CA:160x230 cm
738130004;BLAN13XX160240;BLANCHE KLEUR 13 CA:160x240 cm
738130003;BLAN13XX200290;BLANCHE KLEUR 13 CA:200x290 cm
738150000;BLAN15XX020020;BLANCHE KLEUR 15 CA:020x020 cm
001738002;BLAN17400KAT;BLANCHE KLEUR 17 KATOEN 400 BREED
738179999;BLAN17MAATWERK;
738170005;BLAN17XX020020;BLANCHE KLEUR 17 CA:020x020 cm
738170006;BLAN17XX030030;BLANCHE KLEUR 17 CA:030x030 cm
738170000;BLAN17XX080160;BLANCHE KLEUR 17 CA:080x160 cm
738170001;BLAN17XX130190;BLANCHE KLEUR 17 CA:130x190 cm
738170002;BLAN17XX160230;BLANCHE KLEUR 17 CA:160x230 cm
738170004;BLAN17XX160240;BLANCHE KLEUR 17 CA:160x240 cm
738170003;BLAN17XX200290;BLANCHE KLEUR 17 CA:200x290 cm
738170008;BLAN17XX320400;BLANCHE Kleur 17 CA: 320x400 cm
738170007;BLAN17XX400450;BLANCHE Kleur 17 CA: 400x450 cm
738180000;BLAN18XX020020;BLANCHE KLEUR 18 CA:020x020 cm
001738003;BLAN21400KAT;BLANCHE KLEUR 21 KATOEN 400 BREED
738210005;BLAN21XX020020;BLANCHE KLEUR 21 CA:020x020 cm
738210006;BLAN21XX035035;BLANCHE KLEUR 21 CA:035x035 cm
738210008;BLAN21XX074330;BLANCHE KLEUR 21 CA:074x330 cm
738210000;BLAN21XX080160;BLANCHE KLEUR 21 CA:080x160 cm
738210001;BLAN21XX130190;BLANCHE KLEUR 21 CA:130x190 cm
738210007;BLAN21XX160200;BLANCHE Kleur 21 CA: 160x200 cm
738210002;BLAN21XX160230;BLANCHE KLEUR 21 CA:160x230 cm
738210004;BLAN21XX160240;BLANCHE KLEUR 21 CA:160x240 cm
738210003;BLAN21XX200290;BLANCHE KLEUR 21 CA:200x290 cm
001738004;BLAN23400KAT;BLANCHE KLEUR 23 KATOEN 400 BREED
738239999;BLAN23MAATWERK;
738230007;BLAN23XX020020;BLANCHE KLEUR 23 CA:020x020 cm
738230008;BLAN23XX030030;BLANCHE KLEUR 23 CA:030x030 cm
738230000;BLAN23XX080160;BLANCHE KLEUR 23 CA:080x160 cm
738230005;BLAN23XX130180;BLANCHE KLEUR 23 CA:130x180 cm
738230001;BLAN23XX130190;BLANCHE KLEUR 23 CA:130x190 cm
738230002;BLAN23XX160230;BLANCHE KLEUR 23 CA:160x230 cm
738230004;BLAN23XX160240;BLANCHE KLEUR 23 CA:160x240 cm
738230003;BLAN23XX200290;BLANCHE KLEUR 23 CA:200x290 cm
738230006;BLAN23XX220240;BLANCHE KLEUR 23 CA:220x240 cm
001738005;BLAN24400KAT;BLANCHE KLEUR 24 KATOEN 400 BREED
738249999;BLAN24MAATWERK;
738240005;BLAN24XX020020;BLANCHE KLEUR 24 CA:020x020 cm
738240006;BLAN24XX030030;BLANCHE KLEUR 24 CA:030x030 cm
738240000;BLAN24XX080160;BLANCHE KLEUR 24 CA:080x160 cm
738240001;BLAN24XX130190;BLANCHE KLEUR 24 CA:130x190 cm
738240002;BLAN24XX160230;BLANCHE KLEUR 24 CA:160x230 cm
738240004;BLAN24XX160240;BLANCHE KLEUR 24 CA:160x240 cm
738240003;BLAN24XX200290;BLANCHE KLEUR 24 CA:200x290 cm
738310000;BLAN31XX020020;BLANCHE Kleur 31 CA: 020x020 cm
001738006;BLAN33400KAT;BLANCHE KLEUR 33 KATOEN 400 BREED
738339999;BLAN33MAATWERK;
738330005;BLAN33XX020020;BLANCHE KLEUR 33 CA:020x020 cm
738330006;BLAN33XX030030;BLANCHE KLEUR 33 CA:030x030 cm
738330000;BLAN33XX080160;BLANCHE KLEUR 33 CA:080x160 cm
738330001;BLAN33XX130190;BLANCHE KLEUR 33 CA:130x190 cm
738330002;BLAN33XX160230;BLANCHE KLEUR 33 CA:160x230 cm
738330004;BLAN33XX160240;BLANCHE KLEUR 33 CA:160x240 cm
738330003;BLAN33XX200290;BLANCHE KLEUR 33 CA:200x290 cm
738330007;BLAN33XX210210;BLANCHE Kleur 33 CA: 210x210 cm
738330008;BLAN33XX230230;BLANCHE Kleur 33 CA: 230x230 cm
001738007;BLAN41400KAT;BLANCHE KLEUR 41 KATOEN 400 BREED
738419999;BLAN41MAATWERK;
738410005;BLAN41XX020020;BLANCHE KLEUR 41 CA:020x020 cm
738410006;BLAN41XX030030;BLANCHE KLEUR 41 CA:030x030 cm
738410000;BLAN41XX080160;BLANCHE KLEUR 41 CA:080x160 cm
738410001;BLAN41XX130190;BLANCHE KLEUR 41 CA:130x190 cm
738410002;BLAN41XX160230;BLANCHE KLEUR 41 CA:160x230 cm
738410004;BLAN41XX160240;BLANCHE KLEUR 41 CA:160x240 cm
738410003;BLAN41XX200290;BLANCHE KLEUR 41 CA:200x290 cm
001738008;BLAN43400KAT;BLANCHE KLEUR 43 KATOEN 400 BREED
738430007;BLAN43XX020020;BLANCHE KLEUR 43 CA:020x020 cm
738430008;BLAN43XX035035;BLANCHE KLEUR 43 CA:035x035 cm
738430009;BLAN43XX050070;BLANCHE KLEUR 43 CA:050x070 cm
738430005;BLAN43XX055110;BLANCHE KLEUR 43 CA:055x110 cm
738430000;BLAN43XX080160;BLANCHE KLEUR 43 CA:080x160 cm
738430010;BLAN43XX110RND;BLANCHE KLEUR 43 CA: 110 cm ROND
738430001;BLAN43XX130190;BLANCHE KLEUR 43 CA:130x190 cm
738430002;BLAN43XX160230;BLANCHE KLEUR 43 CA:160x230 cm
738430004;BLAN43XX160240;BLANCHE KLEUR 43 CA:160x240 cm
738430003;BLAN43XX200290;BLANCHE KLEUR 43 CA:200x290 cm
738430006;BLAN43XX210320;BLANCHE KLEUR 43 CA:210x320 cm
738980000;BLAN98XX030165;BLANCHE KLEUR 98 CA:030x165 cm FARBEN 24.33,41, IHR MODELL BLANCA
738980001;BLAN98XX035148;BLANCHE Kleur 98 CA: 035x148 cm
738990000;BLAN99XX026090;BLANCHE KLEUR 99 CA:026x090 cm
738990001;BLAN99XX030140;BLANCHE KLEUR 99 CA:030x140 cm
738990002;BLAN99XX030165;BLANCHE KLEUR 99 CA:030x165 cm FARBEN 13,17,23, IHR MODELL BLANCA
738990004;BLAN99XX035120;BLANCHE Kleur 99 CA: 035x120 cm 23,24,13,17
738990003;BLAN99XX035148;BLANCHE Kleur 99 CA: 035x148 cm 13,17,23,24,41
602310000;BLEU31XX155230;MOUSTIERS BLEU Kl.31 CA: 155x230 cm
602310001;BLEU31XX200290;MOUSTIERS BLEU Kl.31 CA: 200x290 cm
510130000;BLOK13XX130190;BLOK PATCH KLEUR 13 CA:130x190 cm
510130001;BLOK13XX160230;BLOK PATCH KLEUR 13 CA:160x230 cm
510130002;BLOK13XX200290;BLOK PATCH KLEUR 13 CA:200x290 cm
510240000;BLOK24XX080160;BLOK PATCH KLEUR 24 CA:080x160 cm
510240001;BLOK24XX130190;BLOK PATCH KLEUR 24 CA:130x190 cm
510240002;BLOK24XX160230;BLOK PATCH KLEUR 24 CA:160x230 cm
510240003;BLOK24XX200290;BLOK PATCH KLEUR 24 CA:200x290 cm
759120000;BOLD12XX190290;BOLD KLEUR 12 CA:190x290 cm
454120000;BONE12XX020020;BONE Kleur 12 CA: 020x020 cm
454160000;BONE16XX020020;BONE Kleur 16 CA: 020x020 cm
454220000;BONE22XX020020;BONE Kleur 22 CA: 020x020 cm
001400000;BORA15400LAT;BORA KLEUR 1-15 LATEX 400 BREED
400159999;BORA15MAATWERK;
400650000;BORA6501130190;BORA KLEUR 65 CA:130x190 cm Band: 1101
001666002;BRAZ12400SYN;BRAZIL KLEUR 12 400 BREED
666129999;BRAZ12MAATWERK;BRAZ12MAATWERK
666120004;BRAZ12XX020020;BRAZIL 12 020x020 cm niet gebruiken
666120007;BRAZ12XX020020;BRAZIL Kleur 12 CA: 020x020 cm
666120001;BRAZ12XX030030;BRAZIL Kleur 12 CA: 030x030 cm
666120000;BRAZ12XX080150;BRAZIL Kleur 12 CA: 080x150 cm
666120003;BRAZ12XX120170;BRAZIL Kleur 12 CA: 120x170 cm
666120006;BRAZ12XX130190;BRAZIL Kleur 12 CA: 130x190 cm
666120002;BRAZ12XX160230;BRAZIL Kleur 12 CA: 160x230 cm
666120005;BRAZ12XX200290;BRAZIL Kleur 12 CA: 200x290 cm
001666003;BRAZ23400SYN;BRAZIL KLEUR 23 400 BREED
666239999;BRAZ23MAATWERK;BRAZ23MAATWERK
666230004;BRAZ23XX020020;BRAZIL 23 020x020 cm niet gebruiken
666230007;BRAZ23XX020020;BRAZIL Kleur 23 CA: 020x020 cm
666230003;BRAZ23XX030030;BRAZIL Kleur 23 CA: 030x030 cm
666230000;BRAZ23XX080150;BRAZIL Kleur 23 CA: 080x150 cm
666230001;BRAZ23XX120170;BRAZIL Kleur 23 CA: 120x170 cm
666230006;BRAZ23XX130190;BRAZIL Kleur 23 CA: 130x190 cm
666230002;BRAZ23XX160230;BRAZIL Kleur 23 CA: 160x230 cm
666230005;BRAZ23XX200290;BRAZIL Kleur 23 CA: 200x290 cm
001666001;BRAZ33400SYN;BRAZIL KLEUR 33 400 BREED
666339999;BRAZ33MAATWERK;BRAZ33MAATWERK
666330006;BRAZ33XX020020;BRAZIL 33 020x020 cm niet gebruiken
666330008;BRAZ33XX020020;BRAZIL Kleur 33 CA: 020x020 cm
666330003;BRAZ33XX030030;BRAZIL Kleur 33 CA: 030x030 cm
666330000;BRAZ33XX080150;BRAZIL Kleur 33 CA: 080x150 cm
666330001;BRAZ33XX120170;BRAZIL Kleur 33 CA: 120x170 cm
666330007;BRAZ33XX130190;BRAZIL Kleur 33 CA: 130x190 cm
666330002;BRAZ33XX160230;BRAZIL Kleur 33 CA: 160x230 cm
666330004;BRAZ33XX180180;BRAZIL Kleur 33 CA: 180x180 cm
666330005;BRAZ33XX200290;BRAZIL Kleur 33 CA: 200x290 cm
666330013;BRAZ33XX230240;BRAZIL Kleur 33 CA: 230x240 cm
666330010;BRAZ33XX243220;BRAZIL Kleur 33 CA: 243x220 cm
666330012;BRAZ33XX243220;BRAZIL Kleur 33 CA: 243x220 cm
666330009;BRAZ33XX304330;BRAZIL Kleur 33 CA: 304x330 cm
666330014;BRAZ33XX304330;BRAZIL Kleur 33 CA: 304x330 cm
666330011;BRAZ33XX340330;BRAZIL Kleur 33 CA: 340x330 cm
001666000;BRAZ43400SYN;BRAZIL KLEUR 43 400 BREED
666439999;BRAZ43MAATWERK;BRAZ43MAATWERK
666430007;BRAZ43XX020020;BRAZIL 43 020x020 cm niet gebruiken
666430010;BRAZ43XX020020;BRAZIL Kleur 43 CA: 020x020 cm
666430003;BRAZ43XX030030;BRAZIL Kleur 43 CA: 030x030 cm
666430000;BRAZ43XX080150;BRAZIL Kleur 43 CA: 080x150 cm
666430001;BRAZ43XX120170;BRAZIL Kleur 43 CA: 120x170 cm
666430008;BRAZ43XX130190;BRAZIL Kleur 43 CA: 130x190 cm
666430002;BRAZ43XX160230;BRAZIL Kleur 43 CA: 160x230 cm
666430009;BRAZ43XX200290;BRAZIL Kleur 43 CA: 200x290 cm
001666004;BRAZ63400SYN;BRAZIL KLEUR 63 400 BREED
666639999;BRAZ63MAATWERK;BRAZ63MAATWERK
666630002;BRAZ63XX020020;BRAZIL 63 020x020 cm niet gebruiken
666630008;BRAZ63XX020020;BRAZIL Kleur 63 CA: 020x020 cm
666630001;BRAZ63XX030030;BRAZIL Kleur 63 CA: 030x030 cm
666630005;BRAZ63XX080150;BRAZIL Kleur 63 CA: 080x150 cm
666630006;BRAZ63XX120170;BRAZIL Kleur 63 CA: 120x170 cm
666630007;BRAZ63XX120170;BRAZIL Kleur 63 NIET GEBRUIKEN
666630010;BRAZ63XX130180;BRAZIL Kleur 63 CA: 130x180 cm
666630004;BRAZ63XX130190;BRAZIL Kleur 63 CA: 130x190 cm
666630011;BRAZ63XX130280;BRAZIL Kleur 63 CA: 130x280 cm
666630000;BRAZ63XX160230;BRAZIL Kleur 63 CA: 160x230 cm
666630009;BRAZ63XX200250;BRAZIL Kleur 63 CA: 200x250 cm
666630003;BRAZ63XX200290;BRAZIL Kleur 63 CA: 200x290 cm
666630012;BRAZ63XX380460;BRAZIL Kleur 63 CA: 380x460 cm
666990000;BRAZ99XX035148;BRAZIL Kleur 99 CA: 035x148 cm
526510006;BRIC51XX080150;BRICK Kleur 51 CA: 080x150 cm
526510007;BRIC51XX120170;BRICK Kleur 51 CA: 120x170 cm
526510008;BRIC51XX155230;BRICK Kleur 51 CA: 155x230 cm
526510009;BRIC51XX200290;BRICK Kleur 51 CA: 200x290 cm
001325000;BRIS09400VIL;BRISTOL KLEUR 09 400 BREED
325090000;BRIS09SB240160;BRISTOL Kleur 09 CA: 240x160 cm BAND: SB
001325001;BRIS22400VIL;BRISTOL KLEUR 22 400 BREED
325220000;BRIS22SB240160;BRISTOL Kleur 22 CA: 240x160 cm BAND: SB
712990002;BRON99XX115165;BRONKHORST Kleur 99 CA: 115x165 cm
572099997;BRSO09MAATWERK;
572090024;BRSO09XX080150;BRUSON Kleur 09 CA: 080x150 cm
572090025;BRSO09XX120170;BRUSON Kleur 09 CA: 120x170 cm
572090028;BRSO09XX120RND;BRUSON Kleur 09 CA: 120 ROND
572090026;BRSO09XX160230;BRUSON Kleur 09 CA: 160x230 cm
572090029;BRSO09XX160RND;BRUSON Kleur 09 CA: 160 ROND
572090027;BRSO09XX200290;BRUSON Kleur 09 CA: 200x290 cm
572090030;BRSO09XX200RND;BRUSON Kleur 09 CA: 200 ROND
572129997;BRSO12MAATWERK;
572120023;BRSO12XX080150;BRUSON Kleur 12 CA: 080x150 cm
572120024;BRSO12XX120170;BRUSON Kleur 12 CA: 120x170 cm
572120027;BRSO12XX120RND;BRUSON Kleur 12 CA: 120 ROND
572120025;BRSO12XX160230;BRUSON Kleur 12 CA: 160x230 cm
572120028;BRSO12XX160RND;BRUSON Kleur 12 CA: 160 ROND
572120026;BRSO12XX200290;BRUSON Kleur 12 CA: 200x290 cm
572120029;BRSO12XX200RND;BRUSON Kleur 12 CA: 200 ROND
572219997;BRSO21MAATWERK;
572210025;BRSO21XX080150;BRUSON Kleur 21 CA: 080x150 cm
572210026;BRSO21XX120170;BRUSON Kleur 21 CA: 120x170 cm
572210029;BRSO21XX120RND;BRUSON Kleur 21 CA: 120 ROND
572210027;BRSO21XX160230;BRUSON Kleur 21 CA: 160x230 cm
572210030;BRSO21XX160RND;BRUSON Kleur 21 CA: 160 ROND
572210028;BRSO21XX200290;BRUSON Kleur 21 CA: 200x290 cm
572210031;BRSO21XX200RND;BRUSON Kleur 21 CA: 200 ROND
572239998;BRSO23MAATWERK;
572230018;BRSO23XX080150;BRUSON Kleur 23 CA: 080x150 cm
572230019;BRSO23XX120170;BRUSON Kleur 23 CA: 120x170 cm
572230022;BRSO23XX120RND;BRUSON Kleur 23 CA: 120 ROND
572230020;BRSO23XX160230;BRUSON Kleur 23 CA: 160x230 cm
572230023;BRSO23XX160RND;BRUSON Kleur 23 CA: 160 ROND
572230021;BRSO23XX200290;BRUSON Kleur 23 CA: 200x290 cm
572230024;BRSO23XX200RND;BRUSON Kleur 23 CA: 200 ROND
602180001;BUFF18XX155230;BUFFEL Kleur 18 CA: 155x230 cm
602430000;BURG43XX155230;BURGUNDY PAISLEY Kleur 43 CA: 155x230 cm
582150001;BURM15XX040040;BURMA Kleur 15 CA: 040x040 cm
582150000;BURM15XX160230;BURMA Kleur 15 CA: 160x230 cm
500990000;BUTT99XX040040;BUTTON CUSHION Kl.99 CA: 040x040 cm
500990001;BUTT99XX070070;BUTTON CUSHION Kl.99 CA: 070x070 cm
602220000;BYBO22XX200250;BYBO Kleur 22 CA: 200x250 cm
602450002;BYBO45XX200250;BYBO Kleur 45 CA: 200x250 cm
871120000;CABL12XX040040;CABLE KLEUR 12 CA:040x040 cm
871120001;CABL12XX160230;CABLE Kleur 12 CA:160x230 cm
871150000;CABL15XX040040;CABLE KLEUR 15 CA:040x040 cm
871180000;CABL18XX040040;CABLE KLEUR 18 CA:040x040 cm
001740000;CALI23400KAT;CALIDA KLEUR 23 KATOEN 400 BREED
740239999;CALI23MAATWERK;
740230003;CALI23XX020020;CALIDA KLEUR 23 CA:020x020 cm
740230004;CALI23XX030030;CALIDA KLEUR 23 CA:030x030 cm
740230002;CALI23XX130190;CALIDA KLEUR 23 CA:130x190 cm
740230000;CALI23XX160230;CALIDA KLEUR 23 CA:160x230 cm
740230005;CALI23XX170180;CALIDA KLEUR 23 CA:170x180 cm
740230006;CALI23XX180250;CALIDA KLEUR 23 CA:180x250 cm
740230001;CALI23XX200290;CALIDA KLEUR 23 CA:200x290 cm
740230008;CALI23XX240360;CALIDA Kleur 23 CA: 240x360 cm
740230007;CALI23XX280290;CALIDA KLEUR 23 CA:280x290 cm
735550000;CAMO55XX120170;CAMOUFLAGE KLEUR 55 CA:120x170 cm
784150007;CAPD15XX060060;CAP D'ANTIBES Kl.15 CA: 060x060 cm
784150005;CAPD15XX160230;CAP D'ANTIBES Kl.15 CA: 160x230 cm
784150006;CAPD15XX200290;CAP D'ANTIBES Kl.15 CA: 200x290 cm
771119997;CAST11MAATWERK;CAST11MAATWERK
771110010;CAST11XX035045;CASTEL Kleur 11 CA: 035x045 cm
771110014;CAST11XX120170;CASTEL Kleur 11 CA: 120x170 cm
771110012;CAST11XX130190;CASTEL Kleur 11 CA: 130x190 cm
771110017;CAST11XX160230;CASTEL Kleur 11 CA: 160x230 cm
771110023;CAST11XX200290;CASTEL Kleur 11 CA: 200x290 cm
771110013;CAST11XX240330;CASTEL Kleur 11 CA: 240x330 cm
771129998;CAST12MAATWERK;
771120027;CAST12XX035045;CASTEL Kleur 12 CA: 035x045 cm
771120009;CAST12XX080150;CASTEL Kleur 12 CA: 080x150 cm
771120010;CAST12XX120170;CASTEL Kleur 12 CA: 120x170 cm
771120013;CAST12XX120RND;CASTEL Kleur 12 CA: 120 ROND
771120011;CAST12XX160230;CASTEL Kleur 12 CA: 160x230 cm
771120014;CAST12XX160RND;CASTEL Kleur 12 CA: 160 ROND
771120012;CAST12XX200290;CASTEL Kleur 12 CA: 200x290 cm
771120015;CAST12XX200RND;CASTEL Kleur 12 CA: 200 ROND
771159998;CAST15MAATWERK;
771150030;CAST15XX035045;CASTEL Kleur 15 CA: 035x045 cm
771150009;CAST15XX080150;CASTEL Kleur 15 CA: 080x150 cm
771150010;CAST15XX120170;CASTEL Kleur 15 CA: 120x170 cm
771150013;CAST15XX120RND;CASTEL Kleur 15 CA: 120 ROND
771150028;CAST15XX130190;CASTEL Kleur 15 CA: 130x190 cm
771150011;CAST15XX160230;CASTEL Kleur 15 CA: 160x230 cm
771150014;CAST15XX160RND;CASTEL Kleur 15 CA: 160 ROND
